borough,communitydistrict,waste type,month,year,quantity
Bronx,1,refuse,12,2017,2975.0
Bronx,2,refuse,12,2017,8263.7
Bronx,3,refuse,12,2017,1857.7
Bronx,4,refuse,12,2017,4223.5
Bronx,5,refuse,12,2017,3755.1
Bronx,6,refuse,12,2017,3009.4
Bronx,7,refuse,12,2017,3716.9
Bronx,8,refuse,12,2017,2460.7
Bronx,9,refuse,12,2017,3891.5
Bronx,10,refuse,12,2017,2292.3
Bronx,11,refuse,12,2017,2816.4
Bronx,12,refuse,12,2017,3356.0
Brooklyn,1,refuse,12,2017,5269.7
Brooklyn,2,refuse,12,2017,2488.8
Brooklyn,3,refuse,12,2017,4224.9
Brooklyn,4,refuse,12,2017,4200.8
Brooklyn,5,refuse,12,2017,4649.9
Brooklyn,6,refuse,12,2017,2196.3
Brooklyn,7,refuse,12,2017,3212.3
Brooklyn,8,refuse,12,2017,5922.7
Brooklyn,9,refuse,12,2017,2976.8
Brooklyn,10,refuse,12,2017,3392.1
Brooklyn,11,refuse,12,2017,7482.5
Brooklyn,12,refuse,12,2017,6227.5
Brooklyn,13,refuse,12,2017,2912.2
Brooklyn,14,refuse,12,2017,4836.5
Brooklyn,15,refuse,12,2017,4141.2
Brooklyn,16,refuse,12,2017,2933.3
Brooklyn,17,refuse,12,2017,4390.0
Brooklyn,18,refuse,12,2017,5153.5
Manhattan,1,refuse,12,2017,1538.1
Manhattan,2,refuse,12,2017,2296.5
Manhattan,3,refuse,12,2017,6087.9
Manhattan,4,refuse,12,2017,3306.0
Manhattan,5,refuse,12,2017,1776.5
Manhattan,6,refuse,12,2017,3330.5
Manhattan,7,refuse,12,2017,5137.0
Manhattan,8,refuse,12,2017,5950.9
Manhattan,9,refuse,12,2017,2361.2
Manhattan,10,refuse,12,2017,6289.7
Manhattan,11,refuse,12,2017,2385.4
Manhattan,12,refuse,12,2017,4973.7
Queens,1,refuse,12,2017,3988.7
Queens,2,refuse,12,2017,3884.1
Queens,3,refuse,12,2017,4659.7
Queens,4,refuse,12,2017,3824.5
Queens,5,refuse,12,2017,4514.6
Queens,6,refuse,12,2017,2706.6
Queens,7,refuse,12,2017,5886.4
Queens,8,refuse,12,2017,3374.0
Queens,9,refuse,12,2017,3536.1
Queens,10,refuse,12,2017,3238.8
Queens,11,refuse,12,2017,2693.0
Queens,12,refuse,12,2017,6035.4
Queens,13,refuse,12,2017,4942.5
Queens,14,refuse,12,2017,3127.0
Staten Island,1,refuse,12,2017,5129.8
Staten Island,2,refuse,12,2017,4818.0
Staten Island,3,refuse,12,2017,5682.1
Bronx,1,refuse,11,2017,3279.2
Bronx,2,refuse,11,2017,8663.3
Bronx,3,refuse,11,2017,2079.6
Bronx,4,refuse,11,2017,4456.3
Bronx,5,refuse,11,2017,3910.7
Bronx,6,refuse,11,2017,3223.0
Bronx,7,refuse,11,2017,3933.7
Bronx,8,refuse,11,2017,2547.7
Bronx,9,refuse,11,2017,4208.6
Bronx,10,refuse,11,2017,2562.3
Bronx,11,refuse,11,2017,3055.0
Bronx,12,refuse,11,2017,3608.4
Brooklyn,1,refuse,11,2017,5476.4
Brooklyn,2,refuse,11,2017,2625.5
Brooklyn,3,refuse,11,2017,4431.5
Brooklyn,4,refuse,11,2017,4440.1
Brooklyn,5,refuse,11,2017,5070.3
Brooklyn,6,refuse,11,2017,2366.6
Brooklyn,7,refuse,11,2017,3417.0
Brooklyn,8,refuse,11,2017,6119.0
Brooklyn,9,refuse,11,2017,3113.3
Brooklyn,10,refuse,11,2017,3596.7
Brooklyn,11,refuse,11,2017,7845.7
Brooklyn,12,refuse,11,2017,6454.3
Brooklyn,13,refuse,11,2017,3172.2
Brooklyn,14,refuse,11,2017,4948.4
Brooklyn,15,refuse,11,2017,4533.5
Brooklyn,16,refuse,11,2017,2946.9
Brooklyn,17,refuse,11,2017,4503.5
Brooklyn,18,refuse,11,2017,5513.0
Manhattan,1,refuse,11,2017,1601.6
Manhattan,2,refuse,11,2017,2387.3
Manhattan,3,refuse,11,2017,6143.6
Manhattan,4,refuse,11,2017,3335.7
Manhattan,5,refuse,11,2017,1839.6
Manhattan,6,refuse,11,2017,3459.8
Manhattan,7,refuse,11,2017,5303.9
Manhattan,8,refuse,11,2017,6197.0
Manhattan,9,refuse,11,2017,2396.5
Manhattan,10,refuse,11,2017,6363.4
Manhattan,11,refuse,11,2017,2451.4
Manhattan,12,refuse,11,2017,5049.2
Queens,1,refuse,11,2017,4310.3
Queens,2,refuse,11,2017,4122.7
Queens,3,refuse,11,2017,5022.1
Queens,4,refuse,11,2017,4066.1
Queens,5,refuse,11,2017,4954.2
Queens,6,refuse,11,2017,2812.1
Queens,7,refuse,11,2017,6420.2
Queens,8,refuse,11,2017,3609.0
Queens,9,refuse,11,2017,3870.9
Queens,10,refuse,11,2017,3648.4
Queens,11,refuse,11,2017,3049.6
Queens,12,refuse,11,2017,6314.0
Queens,13,refuse,11,2017,5507.5
Queens,14,refuse,11,2017,3413.5
Staten Island,1,refuse,11,2017,5651.5
Staten Island,2,refuse,11,2017,5478.7
Staten Island,3,refuse,11,2017,6054.8
Bronx,1,refuse,10,2017,3328.4
Bronx,2,refuse,10,2017,7967.7
Bronx,3,refuse,10,2017,2112.1
Bronx,4,refuse,10,2017,4373.1
Bronx,5,refuse,10,2017,3897.1
Bronx,6,refuse,10,2017,3183.1
Bronx,7,refuse,10,2017,3971.4
Bronx,8,refuse,10,2017,2492.3
Bronx,9,refuse,10,2017,4079.0
Bronx,10,refuse,10,2017,2441.4
Bronx,11,refuse,10,2017,2936.9
Bronx,12,refuse,10,2017,3510.0
Brooklyn,1,refuse,10,2017,5682.9
Brooklyn,2,refuse,10,2017,2558.7
Brooklyn,3,refuse,10,2017,4399.8
Brooklyn,4,refuse,10,2017,4506.5
Brooklyn,5,refuse,10,2017,4955.6
Brooklyn,6,refuse,10,2017,2260.9
Brooklyn,7,refuse,10,2017,3384.9
Brooklyn,8,refuse,10,2017,5960.3
Brooklyn,9,refuse,10,2017,3209.7
Brooklyn,10,refuse,10,2017,3596.4
Brooklyn,11,refuse,10,2017,7683.1
Brooklyn,12,refuse,10,2017,6598.6
Brooklyn,13,refuse,10,2017,3236.5
Brooklyn,14,refuse,10,2017,4931.4
Brooklyn,15,refuse,10,2017,4603.1
Brooklyn,16,refuse,10,2017,3044.0
Brooklyn,17,refuse,10,2017,4586.7
Brooklyn,18,refuse,10,2017,5388.0
Manhattan,1,refuse,10,2017,1657.1
Manhattan,2,refuse,10,2017,2439.0
Manhattan,3,refuse,10,2017,6296.3
Manhattan,4,refuse,10,2017,3432.0
Manhattan,5,refuse,10,2017,1953.4
Manhattan,6,refuse,10,2017,3538.7
Manhattan,7,refuse,10,2017,5340.3
Manhattan,8,refuse,10,2017,6296.3
Manhattan,9,refuse,10,2017,2431.1
Manhattan,10,refuse,10,2017,6365.1
Manhattan,11,refuse,10,2017,2388.5
Manhattan,12,refuse,10,2017,5156.6
Queens,1,refuse,10,2017,4287.0
Queens,2,refuse,10,2017,4254.9
Queens,3,refuse,10,2017,5053.5
Queens,4,refuse,10,2017,4022.1
Queens,5,refuse,10,2017,4803.9
Queens,6,refuse,10,2017,2859.2
Queens,7,refuse,10,2017,6205.5
Queens,8,refuse,10,2017,3665.5
Queens,9,refuse,10,2017,4082.6
Queens,10,refuse,10,2017,3622.5
Queens,11,refuse,10,2017,2930.4
Queens,12,refuse,10,2017,6560.8
Queens,13,refuse,10,2017,5467.7
Queens,14,refuse,10,2017,3538.5
Staten Island,1,refuse,10,2017,5508.7
Staten Island,2,refuse,10,2017,5227.3
Staten Island,3,refuse,10,2017,5804.6
Bronx,1,refuse,9,2017,3222.9
Bronx,2,refuse,9,2017,8180.6
Bronx,3,refuse,9,2017,2053.0
Bronx,4,refuse,9,2017,4270.8
Bronx,5,refuse,9,2017,3745.2
Bronx,6,refuse,9,2017,3122.9
Bronx,7,refuse,9,2017,3848.7
Bronx,8,refuse,9,2017,2454.9
Bronx,9,refuse,9,2017,4064.4
Bronx,10,refuse,9,2017,2472.1
Bronx,11,refuse,9,2017,2921.0
Bronx,12,refuse,9,2017,3645.9
Brooklyn,1,refuse,9,2017,5483.9
Brooklyn,2,refuse,9,2017,2545.4
Brooklyn,3,refuse,9,2017,4339.7
Brooklyn,4,refuse,9,2017,4464.2
Brooklyn,5,refuse,9,2017,4942.6
Brooklyn,6,refuse,9,2017,2213.2
Brooklyn,7,refuse,9,2017,3409.6
Brooklyn,8,refuse,9,2017,5925.3
Brooklyn,9,refuse,9,2017,3152.1
Brooklyn,10,refuse,9,2017,3572.8
Brooklyn,11,refuse,9,2017,7762.1
Brooklyn,12,refuse,9,2017,6539.4
Brooklyn,13,refuse,9,2017,3151.1
Brooklyn,14,refuse,9,2017,4939.0
Brooklyn,15,refuse,9,2017,4610.0
Brooklyn,16,refuse,9,2017,3045.8
Brooklyn,17,refuse,9,2017,4628.6
Brooklyn,18,refuse,9,2017,5607.4
Manhattan,1,refuse,9,2017,1623.5
Manhattan,2,refuse,9,2017,2317.7
Manhattan,3,refuse,9,2017,6320.2
Manhattan,4,refuse,9,2017,3379.8
Manhattan,5,refuse,9,2017,1865.0
Manhattan,6,refuse,9,2017,3429.0
Manhattan,7,refuse,9,2017,5224.5
Manhattan,8,refuse,9,2017,6036.3
Manhattan,9,refuse,9,2017,2419.1
Manhattan,10,refuse,9,2017,6276.5
Manhattan,11,refuse,9,2017,2300.1
Manhattan,12,refuse,9,2017,5098.9
Queens,1,refuse,9,2017,4134.5
Queens,2,refuse,9,2017,4154.8
Queens,3,refuse,9,2017,5007.5
Queens,4,refuse,9,2017,4019.8
Queens,5,refuse,9,2017,4746.9
Queens,6,refuse,9,2017,2840.8
Queens,7,refuse,9,2017,6594.0
Queens,8,refuse,9,2017,3852.1
Queens,9,refuse,9,2017,4185.9
Queens,10,refuse,9,2017,3635.6
Queens,11,refuse,9,2017,2936.6
Queens,12,refuse,9,2017,6788.8
Queens,13,refuse,9,2017,5659.0
Queens,14,refuse,9,2017,3684.6
Staten Island,1,refuse,9,2017,5493.5
Staten Island,2,refuse,9,2017,5247.7
Staten Island,3,refuse,9,2017,5939.7
Bronx,1,refuse,8,2017,2998.9
Bronx,2,refuse,8,2017,8506.4
Bronx,3,refuse,8,2017,2016.3
Bronx,4,refuse,8,2017,4356.8
Bronx,5,refuse,8,2017,3784.6
Bronx,6,refuse,8,2017,3108.3
Bronx,7,refuse,8,2017,3906.4
Bronx,8,refuse,8,2017,2509.9
Bronx,9,refuse,8,2017,4136.5
Bronx,10,refuse,8,2017,2594.6
Bronx,11,refuse,8,2017,3127.8
Bronx,12,refuse,8,2017,4203.4
Brooklyn,1,refuse,8,2017,4717.6
Brooklyn,2,refuse,8,2017,2572.9
Brooklyn,3,refuse,8,2017,4337.8
Brooklyn,4,refuse,8,2017,4453.1
Brooklyn,5,refuse,8,2017,5323.9
Brooklyn,6,refuse,8,2017,2222.9
Brooklyn,7,refuse,8,2017,3565.1
Brooklyn,8,refuse,8,2017,6101.9
Brooklyn,9,refuse,8,2017,3150.4
Brooklyn,10,refuse,8,2017,3663.5
Brooklyn,11,refuse,8,2017,7951.7
Brooklyn,12,refuse,8,2017,5181.3
Brooklyn,13,refuse,8,2017,3025.3
Brooklyn,14,refuse,8,2017,4876.2
Brooklyn,15,refuse,8,2017,4402.8
Brooklyn,16,refuse,8,2017,3049.7
Brooklyn,17,refuse,8,2017,4838.1
Brooklyn,18,refuse,8,2017,5920.8
Manhattan,1,refuse,8,2017,1576.9
Manhattan,2,refuse,8,2017,2239.4
Manhattan,3,refuse,8,2017,6475.8
Manhattan,4,refuse,8,2017,3367.0
Manhattan,5,refuse,8,2017,1901.3
Manhattan,6,refuse,8,2017,3453.6
Manhattan,7,refuse,8,2017,5056.2
Manhattan,8,refuse,8,2017,5652.5
Manhattan,9,refuse,8,2017,2536.9
Manhattan,10,refuse,8,2017,6600.5
Manhattan,11,refuse,8,2017,2413.2
Manhattan,12,refuse,8,2017,5284.0
Queens,1,refuse,8,2017,4214.0
Queens,2,refuse,8,2017,3848.9
Queens,3,refuse,8,2017,5319.0
Queens,4,refuse,8,2017,4320.8
Queens,5,refuse,8,2017,4988.6
Queens,6,refuse,8,2017,3008.7
Queens,7,refuse,8,2017,7139.5
Queens,8,refuse,8,2017,3928.3
Queens,9,refuse,8,2017,4458.3
Queens,10,refuse,8,2017,3889.2
Queens,11,refuse,8,2017,2947.5
Queens,12,refuse,8,2017,7394.7
Queens,13,refuse,8,2017,6101.8
Queens,14,refuse,8,2017,3970.1
Staten Island,1,refuse,8,2017,5925.1
Staten Island,2,refuse,8,2017,5492.9
Staten Island,3,refuse,8,2017,6352.4
Bronx,1,refuse,7,2017,3010.2
Bronx,2,refuse,7,2017,8145.9
Bronx,3,refuse,7,2017,1939.3
Bronx,4,refuse,7,2017,4326.7
Bronx,5,refuse,7,2017,3662.8
Bronx,6,refuse,7,2017,3079.0
Bronx,7,refuse,7,2017,3815.6
Bronx,8,refuse,7,2017,2415.3
Bronx,9,refuse,7,2017,4188.2
Bronx,10,refuse,7,2017,2694.7
Bronx,11,refuse,7,2017,3346.0
Bronx,12,refuse,7,2017,4179.1
Brooklyn,1,refuse,7,2017,4639.4
Brooklyn,2,refuse,7,2017,2410.8
Brooklyn,3,refuse,7,2017,4242.5
Brooklyn,4,refuse,7,2017,4429.0
Brooklyn,5,refuse,7,2017,5320.2
Brooklyn,6,refuse,7,2017,2186.5
Brooklyn,7,refuse,7,2017,3570.4
Brooklyn,8,refuse,7,2017,6051.7
Brooklyn,9,refuse,7,2017,3137.1
Brooklyn,10,refuse,7,2017,3732.8
Brooklyn,11,refuse,7,2017,7861.3
Brooklyn,12,refuse,7,2017,5218.8
Brooklyn,13,refuse,7,2017,3094.3
Brooklyn,14,refuse,7,2017,4868.0
Brooklyn,15,refuse,7,2017,4434.7
Brooklyn,16,refuse,7,2017,3170.7
Brooklyn,17,refuse,7,2017,4962.0
Brooklyn,18,refuse,7,2017,6058.7
Manhattan,1,refuse,7,2017,1516.1
Manhattan,2,refuse,7,2017,2185.5
Manhattan,3,refuse,7,2017,6361.3
Manhattan,4,refuse,7,2017,3308.4
Manhattan,5,refuse,7,2017,1803.5
Manhattan,6,refuse,7,2017,3232.5
Manhattan,7,refuse,7,2017,4930.0
Manhattan,8,refuse,7,2017,5396.5
Manhattan,9,refuse,7,2017,2471.7
Manhattan,10,refuse,7,2017,6330.3
Manhattan,11,refuse,7,2017,2307.8
Manhattan,12,refuse,7,2017,5166.8
Queens,1,refuse,7,2017,4241.4
Queens,2,refuse,7,2017,3901.9
Queens,3,refuse,7,2017,5275.0
Queens,4,refuse,7,2017,4289.3
Queens,5,refuse,7,2017,4947.5
Queens,6,refuse,7,2017,2928.5
Queens,7,refuse,7,2017,7106.9
Queens,8,refuse,7,2017,3857.5
Queens,9,refuse,7,2017,4400.8
Queens,10,refuse,7,2017,3973.1
Queens,11,refuse,7,2017,2910.5
Queens,12,refuse,7,2017,7448.9
Queens,13,refuse,7,2017,6169.1
Queens,14,refuse,7,2017,3958.1
Staten Island,1,refuse,7,2017,5925.1
Staten Island,2,refuse,7,2017,5370.5
Staten Island,3,refuse,7,2017,6208.5
Bronx,1,refuse,6,2017,3547.5
Bronx,2,refuse,6,2017,8323.3
Bronx,3,refuse,6,2017,2201.4
Bronx,4,refuse,6,2017,4415.5
Bronx,5,refuse,6,2017,3814.2
Bronx,6,refuse,6,2017,3479.7
Bronx,7,refuse,6,2017,4102.5
Bronx,8,refuse,6,2017,2596.0
Bronx,9,refuse,6,2017,4134.8
Bronx,10,refuse,6,2017,2994.2
Bronx,11,refuse,6,2017,3474.6
Bronx,12,refuse,6,2017,4360.5
Brooklyn,1,refuse,6,2017,5621.0
Brooklyn,2,refuse,6,2017,2668.4
Brooklyn,3,refuse,6,2017,4548.5
Brooklyn,4,refuse,6,2017,4936.5
Brooklyn,5,refuse,6,2017,5417.7
Brooklyn,6,refuse,6,2017,2441.2
Brooklyn,7,refuse,6,2017,3802.4
Brooklyn,8,refuse,6,2017,6067.0
Brooklyn,9,refuse,6,2017,3227.1
Brooklyn,10,refuse,6,2017,4125.7
Brooklyn,11,refuse,6,2017,8529.9
Brooklyn,12,refuse,6,2017,6717.6
Brooklyn,13,refuse,6,2017,3410.9
Brooklyn,14,refuse,6,2017,5345.8
Brooklyn,15,refuse,6,2017,4784.5
Brooklyn,16,refuse,6,2017,3247.6
Brooklyn,17,refuse,6,2017,5108.6
Brooklyn,18,refuse,6,2017,6442.6
Manhattan,1,refuse,6,2017,1656.7
Manhattan,2,refuse,6,2017,2361.6
Manhattan,3,refuse,6,2017,6519.4
Manhattan,4,refuse,6,2017,3591.2
Manhattan,5,refuse,6,2017,1922.3
Manhattan,6,refuse,6,2017,3507.6
Manhattan,7,refuse,6,2017,5393.2
Manhattan,8,refuse,6,2017,6197.1
Manhattan,9,refuse,6,2017,2585.7
Manhattan,10,refuse,6,2017,6317.0
Manhattan,11,refuse,6,2017,2476.9
Manhattan,12,refuse,6,2017,5269.0
Queens,1,refuse,6,2017,4620.0
Queens,2,refuse,6,2017,4626.0
Queens,3,refuse,6,2017,5478.9
Queens,4,refuse,6,2017,4351.1
Queens,5,refuse,6,2017,5275.5
Queens,6,refuse,6,2017,3076.5
Queens,7,refuse,6,2017,7225.4
Queens,8,refuse,6,2017,4301.9
Queens,9,refuse,6,2017,4612.2
Queens,10,refuse,6,2017,4189.8
Queens,11,refuse,6,2017,3391.6
Queens,12,refuse,6,2017,7775.4
Queens,13,refuse,6,2017,6453.5
Queens,14,refuse,6,2017,4116.5
Staten Island,1,refuse,6,2017,6629.4
Staten Island,2,refuse,6,2017,6049.6
Staten Island,3,refuse,6,2017,7016.8
Bronx,1,refuse,5,2017,3537.0
Bronx,2,refuse,5,2017,8508.2
Bronx,3,refuse,5,2017,2342.1
Bronx,4,refuse,5,2017,4593.0
Bronx,5,refuse,5,2017,3918.4
Bronx,6,refuse,5,2017,3467.9
Bronx,7,refuse,5,2017,4268.8
Bronx,8,refuse,5,2017,2720.1
Bronx,9,refuse,5,2017,4393.2
Bronx,10,refuse,5,2017,3141.3
Bronx,11,refuse,5,2017,3448.6
Bronx,12,refuse,5,2017,4280.6
Brooklyn,1,refuse,5,2017,5816.4
Brooklyn,2,refuse,5,2017,2797.9
Brooklyn,3,refuse,5,2017,4695.5
Brooklyn,4,refuse,5,2017,4966.5
Brooklyn,5,refuse,5,2017,5128.0
Brooklyn,6,refuse,5,2017,2391.9
Brooklyn,7,refuse,5,2017,3781.7
Brooklyn,8,refuse,5,2017,6280.3
Brooklyn,9,refuse,5,2017,3251.4
Brooklyn,10,refuse,5,2017,3940.6
Brooklyn,11,refuse,5,2017,8441.0
Brooklyn,12,refuse,5,2017,6901.7
Brooklyn,13,refuse,5,2017,3395.1
Brooklyn,14,refuse,5,2017,5404.6
Brooklyn,15,refuse,5,2017,4981.8
Brooklyn,16,refuse,5,2017,3147.9
Brooklyn,17,refuse,5,2017,4983.7
Brooklyn,18,refuse,5,2017,6346.4
Manhattan,1,refuse,5,2017,1688.8
Manhattan,2,refuse,5,2017,2568.6
Manhattan,3,refuse,5,2017,6881.7
Manhattan,4,refuse,5,2017,3589.3
Manhattan,5,refuse,5,2017,1993.4
Manhattan,6,refuse,5,2017,3582.6
Manhattan,7,refuse,5,2017,5599.9
Manhattan,8,refuse,5,2017,6506.8
Manhattan,9,refuse,5,2017,2782.3
Manhattan,10,refuse,5,2017,6591.8
Manhattan,11,refuse,5,2017,2555.9
Manhattan,12,refuse,5,2017,5421.5
Queens,1,refuse,5,2017,4602.9
Queens,2,refuse,5,2017,4487.9
Queens,3,refuse,5,2017,5339.9
Queens,4,refuse,5,2017,4388.9
Queens,5,refuse,5,2017,5109.0
Queens,6,refuse,5,2017,3012.1
Queens,7,refuse,5,2017,7326.3
Queens,8,refuse,5,2017,4187.6
Queens,9,refuse,5,2017,4535.4
Queens,10,refuse,5,2017,4003.9
Queens,11,refuse,5,2017,3279.6
Queens,12,refuse,5,2017,7454.5
Queens,13,refuse,5,2017,6515.6
Queens,14,refuse,5,2017,4012.9
Staten Island,1,refuse,5,2017,6266.3
Staten Island,2,refuse,5,2017,6021.3
Staten Island,3,refuse,5,2017,7036.3
Bronx,1,refuse,4,2017,3091.8
Bronx,2,refuse,4,2017,8026.0
Bronx,3,refuse,4,2017,2018.0
Bronx,4,refuse,4,2017,4097.6
Bronx,5,refuse,4,2017,3496.6
Bronx,6,refuse,4,2017,3039.4
Bronx,7,refuse,4,2017,3808.3
Bronx,8,refuse,4,2017,2384.1
Bronx,9,refuse,4,2017,3973.5
Bronx,10,refuse,4,2017,2681.1
Bronx,11,refuse,4,2017,3071.2
Bronx,12,refuse,4,2017,3809.9
Brooklyn,1,refuse,4,2017,6127.2
Brooklyn,2,refuse,4,2017,2533.2
Brooklyn,3,refuse,4,2017,4171.1
Brooklyn,4,refuse,4,2017,4236.2
Brooklyn,5,refuse,4,2017,4652.2
Brooklyn,6,refuse,4,2017,2126.2
Brooklyn,7,refuse,4,2017,3407.3
Brooklyn,8,refuse,4,2017,5899.4
Brooklyn,9,refuse,4,2017,2967.5
Brooklyn,10,refuse,4,2017,3428.5
Brooklyn,11,refuse,4,2017,7582.0
Brooklyn,12,refuse,4,2017,7826.6
Brooklyn,13,refuse,4,2017,2948.1
Brooklyn,14,refuse,4,2017,5130.5
Brooklyn,15,refuse,4,2017,4704.0
Brooklyn,16,refuse,4,2017,2860.3
Brooklyn,17,refuse,4,2017,4354.4
Brooklyn,18,refuse,4,2017,5558.8
Manhattan,1,refuse,4,2017,1531.4
Manhattan,2,refuse,4,2017,2270.9
Manhattan,3,refuse,4,2017,6053.7
Manhattan,4,refuse,4,2017,3213.7
Manhattan,5,refuse,4,2017,1809.6
Manhattan,6,refuse,4,2017,3179.7
Manhattan,7,refuse,4,2017,5037.9
Manhattan,8,refuse,4,2017,5867.3
Manhattan,9,refuse,4,2017,2406.2
Manhattan,10,refuse,4,2017,6018.1
Manhattan,11,refuse,4,2017,2225.1
Manhattan,12,refuse,4,2017,4856.0
Queens,1,refuse,4,2017,4074.3
Queens,2,refuse,4,2017,3882.1
Queens,3,refuse,4,2017,4700.1
Queens,4,refuse,4,2017,3993.9
Queens,5,refuse,4,2017,4567.1
Queens,6,refuse,4,2017,2817.1
Queens,7,refuse,4,2017,6424.1
Queens,8,refuse,4,2017,3795.2
Queens,9,refuse,4,2017,4008.9
Queens,10,refuse,4,2017,3512.4
Queens,11,refuse,4,2017,2797.0
Queens,12,refuse,4,2017,6475.8
Queens,13,refuse,4,2017,5303.8
Queens,14,refuse,4,2017,3572.3
Staten Island,1,refuse,4,2017,5554.4
Staten Island,2,refuse,4,2017,5143.4
Staten Island,3,refuse,4,2017,6046.8
Bronx,1,refuse,3,2017,3299.8
Bronx,2,refuse,3,2017,8454.7
Bronx,3,refuse,3,2017,2027.8
Bronx,4,refuse,3,2017,4385.9
Bronx,5,refuse,3,2017,3741.3
Bronx,6,refuse,3,2017,3140.3
Bronx,7,refuse,3,2017,3916.1
Bronx,8,refuse,3,2017,2396.0
Bronx,9,refuse,3,2017,3961.7
Bronx,10,refuse,3,2017,2309.2
Bronx,11,refuse,3,2017,2895.9
Bronx,12,refuse,3,2017,3421.4
Brooklyn,1,refuse,3,2017,5639.3
Brooklyn,2,refuse,3,2017,2441.0
Brooklyn,3,refuse,3,2017,4055.2
Brooklyn,4,refuse,3,2017,4448.3
Brooklyn,5,refuse,3,2017,4439.5
Brooklyn,6,refuse,3,2017,2076.2
Brooklyn,7,refuse,3,2017,3279.6
Brooklyn,8,refuse,3,2017,5814.9
Brooklyn,9,refuse,3,2017,2906.1
Brooklyn,10,refuse,3,2017,3343.3
Brooklyn,11,refuse,3,2017,7661.7
Brooklyn,12,refuse,3,2017,6958.5
Brooklyn,13,refuse,3,2017,2999.8
Brooklyn,14,refuse,3,2017,5002.1
Brooklyn,15,refuse,3,2017,4465.3
Brooklyn,16,refuse,3,2017,2906.0
Brooklyn,17,refuse,3,2017,4115.8
Brooklyn,18,refuse,3,2017,5044.6
Manhattan,1,refuse,3,2017,1575.9
Manhattan,2,refuse,3,2017,2268.5
Manhattan,3,refuse,3,2017,6292.2
Manhattan,4,refuse,3,2017,3279.6
Manhattan,5,refuse,3,2017,1751.0
Manhattan,6,refuse,3,2017,3328.9
Manhattan,7,refuse,3,2017,5078.6
Manhattan,8,refuse,3,2017,5841.0
Manhattan,9,refuse,3,2017,2412.9
Manhattan,10,refuse,3,2017,6359.1
Manhattan,11,refuse,3,2017,2338.8
Manhattan,12,refuse,3,2017,5044.4
Queens,1,refuse,3,2017,4011.0
Queens,2,refuse,3,2017,3943.2
Queens,3,refuse,3,2017,4573.5
Queens,4,refuse,3,2017,3878.9
Queens,5,refuse,3,2017,4188.2
Queens,6,refuse,3,2017,2687.2
Queens,7,refuse,3,2017,5842.9
Queens,8,refuse,3,2017,3508.8
Queens,9,refuse,3,2017,3672.4
Queens,10,refuse,3,2017,3042.8
Queens,11,refuse,3,2017,2502.6
Queens,12,refuse,3,2017,5690.5
Queens,13,refuse,3,2017,4412.8
Queens,14,refuse,3,2017,3402.7
Staten Island,1,refuse,3,2017,5046.3
Staten Island,2,refuse,3,2017,4691.1
Staten Island,3,refuse,3,2017,5104.5
Bronx,1,refuse,2,2017,2792.5
Bronx,2,refuse,2,2017,7325.9
Bronx,3,refuse,2,2017,1735.2
Bronx,4,refuse,2,2017,3835.4
Bronx,5,refuse,2,2017,3232.8
Bronx,6,refuse,2,2017,2753.9
Bronx,7,refuse,2,2017,3466.2
Bronx,8,refuse,2,2017,2163.7
Bronx,9,refuse,2,2017,3474.3
Bronx,10,refuse,2,2017,2118.9
Bronx,11,refuse,2,2017,2630.1
Bronx,12,refuse,2,2017,3145.0
Brooklyn,1,refuse,2,2017,4822.1
Brooklyn,2,refuse,2,2017,2204.7
Brooklyn,3,refuse,2,2017,3568.1
Brooklyn,4,refuse,2,2017,3747.7
Brooklyn,5,refuse,2,2017,3888.1
Brooklyn,6,refuse,2,2017,1862.2
Brooklyn,7,refuse,2,2017,2877.6
Brooklyn,8,refuse,2,2017,5020.1
Brooklyn,9,refuse,2,2017,2582.9
Brooklyn,10,refuse,2,2017,3026.6
Brooklyn,11,refuse,2,2017,6716.6
Brooklyn,12,refuse,2,2017,5562.2
Brooklyn,13,refuse,2,2017,2604.7
Brooklyn,14,refuse,2,2017,4211.4
Brooklyn,15,refuse,2,2017,3815.6
Brooklyn,16,refuse,2,2017,2405.4
Brooklyn,17,refuse,2,2017,3687.8
Brooklyn,18,refuse,2,2017,4388.6
Manhattan,1,refuse,2,2017,1382.6
Manhattan,2,refuse,2,2017,2045.2
Manhattan,3,refuse,2,2017,5475.5
Manhattan,4,refuse,2,2017,2920.6
Manhattan,5,refuse,2,2017,1565.6
Manhattan,6,refuse,2,2017,2944.0
Manhattan,7,refuse,2,2017,4548.0
Manhattan,8,refuse,2,2017,5248.1
Manhattan,9,refuse,2,2017,2176.9
Manhattan,10,refuse,2,2017,5502.0
Manhattan,11,refuse,2,2017,2050.0
Manhattan,12,refuse,2,2017,4445.5
Queens,1,refuse,2,2017,3555.8
Queens,2,refuse,2,2017,3369.8
Queens,3,refuse,2,2017,4040.6
Queens,4,refuse,2,2017,3383.1
Queens,5,refuse,2,2017,3719.2
Queens,6,refuse,2,2017,2387.5
Queens,7,refuse,2,2017,5386.8
Queens,8,refuse,2,2017,3033.0
Queens,9,refuse,2,2017,3267.6
Queens,10,refuse,2,2017,2715.0
Queens,11,refuse,2,2017,2215.6
Queens,12,refuse,2,2017,5101.1
Queens,13,refuse,2,2017,3965.5
Queens,14,refuse,2,2017,2930.1
